,zoneid,wealth index,crime index
21115,32572-32005001900,2.77,-0.69
21116,32572-32005001500,-0.13,-0.21
21117,32572-32005001300,2.41,-0.68
21118,92431-39047925800,-0.28,-0.45
21119,92431-39047925900,-0.63,-0.42
21120,92431-39047926300,-0.66,-0.05
21121,92431-39047926200,-0.62,0.07
21122,92431-39047926000,-0.66,0.14
21123,92431-39047926100,-1.02,0.31
21124,26767-,-0.55,-0.24
21125,35569-28083950200,-1.43,0.1
21126,35569-28083950800,-1.49,1.79
21127,35569-28083950400,-0.91,-0.42
21128,35569-28083950900,-1.55,1.19
21129,35569-28083950700,-1.27,0.86
21130,35569-28083950600,-0.15,-0.08
21131,49366-,-0.77,-0.57
21132,81820-,-0.5,-0.27
21133,19315-,-0.28,-0.68
21134,09600-17063000900,-0.22,-0.77
21135,09600-17197884003,-0.24,-0.75
21136,09600-17197884006,-0.15,-0.75
21137,09600-17063000800,0.23,-0.81
21138,09600-17197884005,0.03,-0.85
21139,09600-17197884004,-0.33,-0.78
21140,09600-17063000700,0.5,-0.83
21141,09600-17197883304,0.24,-0.81
21142,09600-17197883402,-0.12,-0.7
21143,79255-,-1.01,-0.4
21144,90757-,0.75,-0.45
21145,64027-51195930900,-0.9,-0.46
21146,64027-51195931300,-0.54,-0.69
21147,64027-51195931400,-0.58,-0.62
21148,64027-51195931000,-1.15,-0.61
21149,64027-51195931500,-1.19,-0.58
21150,64027-51720960100,-1.07,0.17
21151,26686-37029950101,-0.23,-0.76
21152,26686-37139960400,-0.98,0.94
21153,26686-37139960300,-1.5,3.46
21154,26686-37139960702,-0.17,-0.68
21155,26686-37139960200,-1.03,0.69
21156,26686-37139960701,-0.14,-0.24
21157,26686-37139960502,-0.48,-0.48
21158,26686-37139960501,-0.56,-0.51
21159,26686-37029950102,-0.26,-0.71
21160,26686-37139960600,-0.17,-0.49
21161,96589-,-0.83,-0.39
21162,48556-,-0.81,0.46
21163,65338-,-0.97,-0.41
21164,10189-34011010800,-0.31,-0.53
21165,10189-34011020400,-0.69,0.65
21166,10189-34011020503,-1.41,1.66
21167,10189-34011010401,-0.46,-0.37
21168,10189-34011010500,-0.0,-0.68
21169,10189-34011010700,-0.36,-0.47
21170,10189-34011010600,0.13,-0.57
21171,10189-34011020600,-1.1,5.62
21172,62964-39025041501,0.87,-0.42
21173,62964-39025041701,-0.64,-0.43
21174,62964-39025041600,-0.48,-0.55
21175,62964-39025041702,0.1,-0.59
21176,01549-39151710300,-0.62,0.31
21177,01549-39151712800,-0.22,-0.65
21178,01549-39151710600,-0.58,-0.25
21179,01549-39151710500,-1.23,1.09
21180,01549-39099813000,-0.56,-0.79
21181,01549-39151710700,-0.75,-0.22
21182,01549-39099813200,-0.8,-0.12
21183,01549-39029950900,-0.28,-0.88
21184,01549-39151710200,-1.24,0.29
21185,01549-39151710800,-0.52,-0.52
21186,52498-,-0.98,-0.67
21187,43595-12085001700,0.64,-0.64
21188,34554-,-0.28,-0.57
21189,77149-26017285400,0.25,-0.77
21190,77149-26145002100,-0.56,0.1
21191,77149-26145010501,0.68,-0.34
21192,77149-26145012001,-0.41,-0.49
21193,77149-26145010402,-0.57,0.06
21194,77149-26145000100,-1.38,-0.18
21195,77149-26145011902,-0.1,-0.59
21196,77149-26145010401,-0.59,0.05
21197,77149-26145010600,-0.87,0.23
21198,77149-26145001000,-1.39,0.55
21199,77149-26145001800,-1.42,0.23
21200,77149-26145000600,-1.29,-0.07
21201,77149-26145000900,-1.6,0.51
21202,77149-26145001100,-1.59,-0.05
21203,77149-26145011702,-0.45,-0.32
21204,77149-26145011701,-0.33,-0.24
21205,77149-26145010800,-0.74,-0.8
21206,77149-26145010403,-0.19,0.06
21207,77149-26145011100,-0.49,-0.54
21208,77149-26145010100,0.0,-0.79
21209,77149-26145011500,-1.11,0.06
21210,77149-26145010302,0.48,-0.44
21211,77149-26145012003,0.05,-0.68
21212,77149-26145010200,-0.84,-0.49
21213,77149-26145010303,0.04,-0.28
21214,77149-26145000800,-1.38,0.51
21215,77149-26145010502,-0.56,0.12
21216,77149-26145011800,-0.9,-0.55
21217,77149-26145011901,-0.36,-0.62
21218,77149-26145010304,-0.48,0.04
21219,77149-26145001200,-1.32,-0.01
21220,77149-26145010700,-0.95,-0.32
21221,77149-26145012002,0.61,-0.77
21222,77149-26145011000,-1.23,0.23
21223,77149-26145011600,-0.85,-0.2
21224,37513-,-0.08,-0.47
21225,81658-,-0.58,-0.56
21226,90703-18083955800,-0.39,-0.93
21227,90703-18083955600,-0.66,1.74
21228,90703-18083955900,-0.43,-0.58
21229,90703-18083955700,-0.17,0.05
21230,90703-18083955300,-1.46,1.55
21231,90703-18083955500,-0.93,0.95
21232,90703-18083955200,-0.27,-0.83
21233,79714-,-0.71,-0.56
21234,94879-,-0.71,-0.07
21235,29656-,-0.41,0.11
21236,85600-,-0.66,-0.01
21237,49109-,1.24,-0.54
21238,46845-,-0.09,-0.67
21239,83494-,-0.84,-0.17
21240,33193-,-0.87,-0.32
21241,01522-,-0.59,-0.42
21242,50716-,-0.77,-0.43
21243,64378-53029970100,0.2,-0.74
21244,64378-53029970500,0.42,-0.77
21245,64378-53029970200,-0.69,-0.63
21246,64378-53029970700,-0.1,-0.5
21247,64378-53029970300,0.36,-0.72
21248,64378-53029970400,-0.06,-0.69
21249,06004-,-1.1,-0.29
21250,62191-,-0.38,-0.53
21251,25012-36013035700,-0.94,0.16
21252,25012-36013035600,-0.85,-0.21
21253,25012-36013035300,-0.39,-0.69
21254,25012-36013036000,-0.55,-0.63
21255,25012-36013035901,-0.36,-0.25
21256,25012-36013035500,-0.98,0.12
21257,25012-36013035800,-0.43,-0.19
21258,25012-36013036300,-0.9,-0.51
21259,35137-,-0.91,-0.16
21260,00091-,-0.57,-0.75
21261,11242-,-0.11,-0.75
21262,13429-,-0.4,0.02
21263,71911-,-0.49,-0.35
21264,83359-,1.16,-0.57
21265,60760-17077010600,-0.86,-0.47
21266,60760-17077010800,-0.88,0.27
21267,60760-17077011000,0.13,-0.22
21268,60760-17077010700,-1.19,-0.28
21269,60760-17077010400,-0.17,-0.63
21270,41293-53035940100,0.73,-0.37
21271,41293-53035940000,0.4,-0.43
21272,41293-53035090101,0.22,-0.38
21273,41293-53035090102,0.82,-0.49
21274,16777-,-1.02,-0.63
21275,11377-,-0.19,-0.61
21276,18397-,-0.19,-0.57
21277,53254-,-0.59,-0.02
21278,56116-47157020651,-0.46,0.61
21279,56116-47157022321,-1.21,2.87
21280,56116-47157021137,-0.14,2.3
21281,56116-47157005600,-1.24,5.15
21282,56116-47157022322,-0.88,2.52
21283,56116-47157011700,-1.38,2.7
21284,56116-47157020523,-1.24,2.99
21285,56116-47157022330,-1.05,2.67
21286,56116-47157021612,0.91,-0.05
21287,56116-47157020831,-0.06,-0.34
21288,56116-47157021752,-0.3,0.5
21289,56116-47157007822,-1.33,4.14
21290,56116-05035030201,-1.02,1.05
21291,56116-28033070620,0.2,-0.23
21292,56116-47157010300,-1.5,1.84
21293,56116-47157021140,-0.17,1.28
21294,56116-47157021620,-0.34,0.37
21295,56116-28033070610,-0.76,1.28
21296,56116-28033070412,-0.86,0.95
21297,56116-47157000100,1.02,3.44
21298,56116-28033070522,-0.63,1.54
21299,56116-47157000400,-1.42,4.89
21300,56116-28033070821,-0.31,0.13
21301,56116-05035030202,0.07,0.13
21302,56116-47157020633,-0.01,-0.0
21303,56116-28033070812,-0.22,0.47
21304,56116-05035030102,-1.18,2.98
21305,56116-47157020524,-0.91,3.34
21306,56116-47157020652,-0.22,0.53
21307,56116-47157020634,-0.09,0.13
21308,56116-47157009902,-1.25,4.06
21309,56116-47157020832,1.12,-0.59
21310,56116-28033070421,-0.72,0.63
21311,56116-28033070630,0.62,-0.57
21312,56116-28033070102,-0.43,-0.53
21313,56116-47157005300,-1.38,4.81
21314,56116-47157020541,-0.71,3.75
21315,56116-47157021745,-0.21,0.56
21316,56116-47157020643,0.54,-0.03
21317,56116-47157020644,-0.19,0.06
21318,56116-28033070324,-1.04,1.4
21319,56116-47157022410,-0.74,1.58
21320,56116-47157021540,1.91,-0.56
21321,56116-28033070310,-0.75,0.82
21322,56116-47157020632,-0.09,-0.18
21323,56116-05035030805,-0.45,0.88
21324,56116-47157009901,-1.24,1.06
21325,56116-47157022600,-0.98,1.11
21326,56116-47157022500,-0.89,1.5
21327,56116-47157000300,-1.43,3.64
21328,56116-47157022310,-1.32,3.69
21329,56116-47157010220,-1.09,2.72
21330,56116-47157021351,0.84,0.24
21331,56116-47157022220,-1.36,3.55
21332,56116-47157021138,0.38,-0.1
21333,56116-28033070830,0.32,-0.7
21334,56116-47157021530,1.86,-0.41
21335,56116-47157022210,-1.11,1.52
21336,56116-47157022700,-1.14,3.11
21337,56116-47157010000,-1.3,3.13
21338,56116-47157005500,-1.36,3.77
21339,56116-47157011500,-1.38,4.81
21340,56116-05035030301,-0.91,1.01
21341,56116-47157021751,-0.19,0.16
21342,56116-47157020300,-0.61,1.39
21343,56116-28033070210,-0.48,-0.05
21344,56116-28033070322,-0.49,0.08
21345,56116-47157021613,0.67,-0.15
21346,56116-47157021311,3.48,0.29
21347,56116-28033070323,-0.81,0.74
21348,56116-47157010210,-1.13,4.72
21349,56116-28033071110,0.19,-0.32
21350,56116-28033070721,0.46,-0.39
21351,56116-47157020400,-0.53,-0.12
21352,56116-47157021136,0.67,0.38
21353,56116-05035030804,-0.57,0.95
21354,56116-47157020521,-1.41,2.19
21355,56116-28033070710,0.14,-0.05
21356,56116-47157020642,0.36,-0.38
21357,56116-28033070811,-0.0,0.04
21358,56116-28033070822,-0.52,1.05
21359,56116-47157021611,0.45,0.21
21360,56116-47157010110,-1.51,5.4
21361,56116-47157021010,-0.06,-0.15
21362,56116-47157011400,-1.56,6.88
21363,56116-47157004200,1.01,2.77
21364,56116-47157021142,0.15,1.43
21365,56116-47157021139,1.31,-0.29
21366,56116-47157021520,0.9,-0.49
21367,56116-05035030302,-1.47,2.41
21368,56116-47157021353,3.22,-0.7
21369,56116-28033070222,-0.12,-0.18
21370,56116-47157021510,-0.02,-0.28
21371,56116-47157020512,-0.93,2.46
21372,56116-47157021141,0.07,1.87
21373,56116-47157010120,-1.44,2.59
21374,56116-47157020621,-0.86,1.36
21375,56116-47157020532,-0.76,1.8
21376,56116-28033070520,-0.07,0.03
21377,31438-,-0.38,0.0
21378,02197-,-0.51,-0.01
21379,46918-,1.47,-0.56
21380,04708-,-1.07,0.08
21381,46489-,-1.05,-0.46
21382,34840-,-0.63,-0.03
21383,87652-,-0.48,-0.31
21384,41023-36043011302,-0.35,-0.84
21385,41023-36043010202,-0.08,-0.74
21386,41023-36043010300,-0.4,-0.17
21387,41023-36043010501,-0.81,-0.25
21388,41023-36043011200,-0.57,-0.15
21389,41023-36043011100,-0.84,0.95
21390,41023-36043011301,0.18,-0.8
21391,41023-36043010201,-0.46,-0.62
21392,41023-36043010400,-0.9,0.06
21393,41023-36043010502,-0.31,-0.85
21394,49960-41041950601,-0.07,-0.35
21395,49960-41041950304,-0.32,0.68
21396,49960-41041950400,-0.71,1.18
21397,49960-41041950602,-0.06,-0.57
21398,49960-41041950303,0.13,0.26
21399,49960-41041950100,-0.5,-0.61
21400,84088-47119010301,0.01,-0.68
21401,84088-47119010201,0.22,-0.51
21402,84088-47187051100,1.54,-0.81
21403,84088-47187051202,0.47,-0.52
21404,84088-47187051201,0.7,-0.76
21405,84088-47119010202,0.08,-0.5
21406,59626-,-0.92,-0.58
21407,69400-,-0.01,-0.74
21408,68131-,-0.59,-0.62
21409,76690-,-0.69,-0.18
21410,18586-,0.0,-0.8
21411,10567-,-1.14,-0.38
21412,57574-48363000400,-0.49,-0.62
21413,57574-48363000700,-0.7,-0.26
21414,57574-48363000900,-1.21,0.83
21415,57574-48363000500,-0.42,0.4
21416,57574-48363000600,-0.78,-0.1
21417,57574-48367140502,0.32,-0.59
21418,57574-48367140601,0.4,-0.75
21419,57574-48363000800,-1.31,0.92
21420,49934-,0.27,-0.86
21421,27280-,-0.87,1.17
21422,23446-,-1.2,0.4
21423,11809-,-0.42,-0.51
21424,44020-,-0.45,-0.53
21425,42103-,-1.09,-0.51
21426,32518-20055960300,-0.32,0.5
21427,32518-20055960200,-0.64,-0.29
21428,32518-20055960403,-0.12,-0.0
21429,32518-20055960501,-0.44,-0.24
21430,32518-20055960507,-0.6,0.04
21431,32518-20055960508,-0.83,0.01
21432,32518-20055960503,0.51,-0.69
21433,32518-20055960600,-0.77,-0.22
21434,32518-20055960404,-0.13,-0.45
21435,28738-,-0.96,-0.39
21436,29775-08123002015,0.8,-0.86
21437,29775-08123002012,1.08,-0.89
21438,29775-08123002020,0.86,-0.5
21439,29775-08123002016,0.01,-0.56
21440,29775-08123002019,0.71,-0.57
21441,29775-08123002013,0.79,-0.87
21442,29775-08123001800,0.46,-0.53
21443,29775-08123002021,1.05,-0.65
21444,29775-08123002005,0.94,-0.61
21445,29775-08123002018,1.13,-0.89
21446,29775-08123002014,0.24,-0.83
21447,14705-,-0.17,-0.74
21448,30755-08123001908,0.16,-0.5
21449,30755-08123001907,0.74,-0.5
21450,30755-08123001902,0.08,-0.45
21451,30755-08123001906,-0.04,-0.36
21452,30755-08123001905,-0.31,-0.52
21453,89910-,0.64,-0.57
21454,30439-48257050205,0.44,-0.39
21455,30439-48257050206,0.79,-0.49
21456,30439-48257050201,0.05,-0.48
21457,30439-48257050203,-0.01,-0.68
21458,30439-48257050701,-0.01,-0.64
21459,30439-48257050204,-0.26,-0.5
21460,02224-53057940300,1.21,-0.6
21461,02224-53057940200,0.93,-0.13
21462,02224-53057990100,0.54,-0.31
21463,02224-53057940800,0.52,-0.25
21464,02224-53057940400,0.91,-0.18
21465,02224-53057950100,0.25,-0.59
21466,10621-,-0.4,-0.16
21467,74098-,-0.66,-0.1
21468,36892-48215023102,-1.33,-0.16
21469,36892-48215023000,-1.12,0.7
21470,36892-48061012505,-1.1,-0.56
21471,36892-48061012200,-1.22,-0.63
21472,36892-48061012506,-0.1,-0.85
21473,36892-48061010601,-1.06,1.2
21474,36892-48061011500,-1.38,1.63
21475,36892-48061011700,-1.32,1.15
21476,36892-48061010700,-0.94,2.52
21477,36892-48061011600,-1.37,1.78
21478,36892-48061010302,-0.94,-0.45
21479,36892-48061010402,-0.73,-0.82
21480,36892-48061011902,-0.95,-0.58
21481,36892-48061012101,-0.58,-0.45
21482,36892-48061011903,-1.25,-0.38
21483,36892-48061012102,-1.42,-0.72
21484,36892-48061010500,-1.31,1.15
21485,36892-48061980001,,1.2
21486,36892-48061010201,-1.02,-0.43
21487,36892-48061010203,,1.2
21488,36892-48061010301,-1.17,-0.82
21489,36892-48061010401,-0.88,-0.57
21490,36892-48061011302,-0.2,1.2
21491,36892-48061010800,-1.16,1.02
21492,36892-48061012002,-0.63,-0.52
21493,36892-48061012001,-0.7,0.53
21494,36892-48061011400,-0.97,-0.34
21495,36892-48061011802,-1.25,1.43
21496,36892-48061011901,-1.16,-0.19
21497,36892-48061011801,-0.97,2.36
21498,84124-48367140403,-0.5,-0.41
21499,84124-48367140411,-0.02,-0.66
21500,84124-48367140410,-0.47,-0.58
21501,08137-,-0.45,-0.47
21502,90631-,0.03,-0.56
21503,15090-,0.76,-0.77
21504,34381-,-0.1,-0.6
21505,68428-,-0.63,0.02
21506,36325-,0.35,-0.53
21507,72829-,-0.5,0.17
21508,17290-,-0.78,-0.37
21509,83156-25015820300,-0.03,-0.67
21510,83156-25015821400,0.52,0.02
21511,83156-25011040800,0.34,-0.73
21512,83156-25011040900,0.49,-0.69
21513,59827-,-0.44,-0.59
21514,13821-,0.29,-0.41
21515,94870-,-0.76,-0.73
21516,10198-10005050407,-0.4,-0.28
21517,10198-10005050405,-0.28,1.07
21518,10198-10005050301,-0.58,-0.15
21519,10198-10005050406,-0.47,0.94
21520,10198-10005050302,-0.34,-0.41
21521,40537-36021001300,-0.15,0.17
21522,40537-36021001200,-0.64,1.27
21523,40537-36021001000,-0.14,-0.75
21524,40537-36021001100,-0.25,-0.42
21525,40537-36021000700,0.03,-0.7
21526,40537-36021000600,-0.3,-0.86
21527,09190-,-0.65,-0.25
21528,02912-12027010403,-0.42,-0.46
21529,02912-12027010301,-1.24,-0.1
21530,02912-12027010101,-0.88,-0.47
21531,02912-12027010404,-1.04,-0.44
21532,02912-12027010302,-1.43,-0.08
21533,02912-12027010102,-0.78,-0.17
21534,02912-12027010200,-0.87,-0.46
21535,02912-12027010406,-0.95,-0.37
21536,73245-12083002601,-0.59,-0.41
21537,73245-12083002702,-0.6,-0.25
21538,73245-12083002701,-0.76,-0.37
21539,89164-01087231900,-0.92,0.31
21540,89164-01087232000,-1.37,0.33
21541,89164-01087231602,-0.91,0.5
21542,89164-01087231603,-0.63,-0.54
21543,89164-01087232100,-0.91,0.5
21544,89164-01087231700,,-0.04
21545,89164-01087231601,-0.35,-0.79
21546,89164-01087231800,-1.23,0.18
21547,88030-,-0.77,-0.38
21548,45100-,-0.41,-0.32
21549,34354-,-1.14,-0.58
21550,80308-05145071100,-1.11,-0.47
21551,80308-05145070500,-0.73,-0.48
21552,80308-05145070401,-0.47,-0.22
21553,80308-05145070900,-0.27,0.32
21554,80308-05145070402,-0.71,0.24
21555,80308-05145070700,-0.66,0.63
21556,35716-18103952700,-0.49,-0.67
21557,35716-18017951800,-0.53,-0.73
21558,35716-18017951700,-0.42,-0.73
21559,35716-18103952900,-0.99,-0.47
21560,35716-18103952800,-0.87,-0.66
21561,30520-29213480302,-0.64,-0.81
21562,30520-29213480201,-0.51,0.49
21563,30520-29213480301,-0.5,-0.72
21564,30520-29213480202,-0.72,-0.78
21565,30520-29213480401,-0.87,-0.32
21566,07759-53073010401,0.27,-0.26
21567,07759-53073010501,0.4,-0.47
21568,07759-53073010404,-0.09,-0.59
21569,07759-53073010403,0.87,-0.45
21570,81982-05007021101,-0.69,0.06
21571,81982-40001376600,-1.03,-0.7
21572,81982-05007021301,-0.18,-0.62
21573,81982-05007021202,-0.99,0.12
21574,81982-05007021201,-0.62,0.14
21575,81982-05007021102,-0.71,-0.11
21576,81982-05007021002,-0.56,-0.77
21577,81982-40041976200,-0.91,0.04
21578,18370-,-0.81,-0.33
21579,28576-,-0.24,-0.83
21580,66079-,-0.65,-0.7
21581,26470-05139951000,-1.23,1.14
21582,26470-05139950200,-0.75,-0.58
21583,26470-05139950700,-0.84,0.74
21584,26470-05139950600,-0.53,0.76
21585,26470-05139950500,-0.51,-0.58
21586,26470-05139950800,-0.22,0.25
21587,26470-05139950900,-1.11,0.91
21588,23770-,0.15,-0.76
21589,69616-39109365101,-0.19,-0.58
21590,69616-39109315002,-0.9,-0.11
21591,69616-39109300100,-0.53,-0.33
21592,69616-39109315100,-0.73,0.55
21593,69616-39109315001,-0.08,-0.36
21594,69616-39109315300,-1.11,0.74
21595,36823-,0.34,-0.81
21596,51418-35049940300,-0.23,-0.58
21597,51418-35028000400,0.52,-0.74
21598,51418-35028000100,2.37,-0.86
21599,51418-35028000200,1.66,-0.81
21600,83818-37085071303,0.16,-0.61
21601,83818-37085071301,-0.48,-0.42
21602,83818-37085071401,-0.74,-0.51
21603,83818-37085071402,-0.67,-0.52
21604,83818-37085071302,-0.54,-0.42
21605,46328-,-0.16,-0.81
21606,74368-55005000800,-0.24,-0.81
21607,74368-55005000600,-0.33,-0.04
21608,74368-55005000100,-0.24,-0.83
21609,74368-55005000400,-0.69,-0.71
21610,74368-55005000500,-0.47,-0.06
21611,77878-,-0.41,-0.66
21612,74260-,-1.14,-0.83
21613,52795-17109010600,-1.03,-0.34
21614,52795-17109010300,-0.15,-0.86
21615,52795-17109010700,-0.55,-0.48
21616,52795-17109010400,,0.05
21617,52795-17109010900,-0.9,-0.24
21618,52795-17109011000,-0.27,-0.87
21619,07111-,-0.36,-0.49
21620,56359-,-0.73,0.03
21621,27928-,0.46,-0.64
21622,93673-,0.61,-0.65
21623,36622-,-0.58,-0.81
21624,36730-29127960900,-0.81,0.94
21625,36730-29127960800,-1.16,1.11
21626,36730-29173470100,-0.37,-0.48
21627,36730-29127960600,-0.45,0.77
21628,36730-29173470200,-0.4,-0.81
21629,36730-29127960400,-0.62,0.19
21630,36730-29127960100,-0.0,-0.17
21631,04330-26001970600,-0.87,-0.74
21632,04330-26069000300,-0.7,-0.52
21633,04330-26069000200,-0.53,-0.77
21634,04330-26069000100,-0.94,-0.56
21635,04330-26069000400,-0.91,-0.52
21636,91513-,-0.97,1.06
21637,73018-,-1.32,0.26
21638,20935-,-1.07,-0.55
21639,88381-,-0.72,-0.76
21640,87949-,-0.56,-0.45
21641,19072-39099813500,-0.05,-0.64
21642,19072-39029950200,-0.71,-0.71
21643,19072-39029950100,-0.43,-0.77
21644,19072-39029950400,-0.42,-0.8
21645,19072-39029950300,-0.46,-0.73
21646,19072-39029951400,-0.63,-0.76
21647,77161-04019940900,-1.25,0.27
21648,77161-04019004323,0.19,-0.48
21649,77161-04019004329,0.09,-0.19
21650,77161-04019004332,-0.1,-0.48
21651,77161-04019004330,-0.12,-0.25
21652,77161-04019004307,-0.5,-0.2
21653,77161-04019004119,0.51,-0.59
21654,77161-04019004327,-0.25,-0.45
21655,77161-04019004317,-0.37,0.04
21656,77161-04019004326,-0.54,-0.44
21657,77161-04019004324,0.1,-0.51
21658,77161-04019004120,-0.04,-0.38
21659,77161-04019004331,-0.25,-0.35
21660,77161-04019004328,0.13,-0.54
21661,77161-04019004325,0.74,-0.7
21662,47827-56001963500,-1.23,0.87
21663,47827-56001963700,-0.26,-0.59
21664,47827-56001962800,-0.56,-0.58
21665,47827-56001962900,-0.8,-0.47
21666,47827-56001963000,-1.23,-0.47
21667,47827-56001963100,0.32,-0.42
21668,47827-56001963600,-0.36,0.0
21669,79957-,-0.69,-0.76
21670,33301-,-0.78,0.08
21671,50797-36063022702,0.48,-0.8
21672,50797-36063023402,0.21,-0.73
21673,50797-36063023404,-0.13,-0.7
21674,50797-36063024001,-0.16,-0.75
21675,50797-36063023500,-0.97,0.32
21676,50797-36063023902,-0.41,0.53
21677,50797-36063023600,-0.95,0.33
21678,50797-36063023901,-0.21,0.55
21679,50797-36063023405,-0.75,-0.31
21680,50797-36063023401,-0.97,0.32
21681,62326-,-0.28,-0.72
21682,04924-,-0.66,-0.45
21683,96940-,0.37,-0.63
21684,26275-08037000503,1.92,-0.51
21685,26275-08037000502,0.8,-0.76
21686,26275-08037000401,0.75,-0.65
21687,26275-08037000402,1.99,-0.75
21688,26275-08037000501,9.96,-0.77
21689,54658-39101010202,,0.5
21690,54658-39101000400,-0.79,0.12
21691,54658-39101000900,-1.28,0.37
21692,54658-39101000600,-0.16,-0.31
21693,54658-39101000200,-1.37,0.63
21694,54658-39101010300,-0.59,-0.23
21695,54658-39101010400,-0.2,0.01
21696,54658-39101010500,-0.14,-0.3
21697,54658-39101010100,-0.14,-0.19
21698,54658-39101001100,-0.82,0.01
21699,54658-39101010201,-0.55,-0.06
21700,54658-39101001000,-0.31,0.15
21701,45316-,-0.83,0.0
21702,96751-,-1.18,-0.66
21703,46980-04017961300,-0.58,-0.27
21704,46980-04017965300,-0.57,-0.52
21705,46980-04017962500,-0.29,-0.03
21706,46980-04017964900,-0.04,-0.59
21707,45436-,-0.63,-0.53
21708,26173-,-0.42,-0.58
21709,84682-,1.51,-0.4
21710,89263-34021004307,3.44,-0.45
21711,89263-34021004204,4.74,-0.11
21712,89263-34025812502,2.31,-0.8
21713,89263-34021004301,2.16,-0.28
21714,89263-34023008601,2.55,-0.76
21715,89263-34021003302,1.57,-0.63
21716,89263-34025812501,2.45,-0.8
21717,89263-34023008700,3.49,-0.67
21718,89263-34023008202,2.39,-0.9
21719,89263-34023008604,2.08,-0.7
21720,89263-34021004404,0.18,-0.25
21721,89263-34021004407,0.66,-0.58
21722,89263-34021004310,2.35,-0.78
21723,89263-34021004304,3.42,-0.6
21724,89263-34021004406,-0.17,-0.59
21725,89263-34021004403,0.18,-0.71
21726,89263-34021004405,1.42,-0.69
21727,89263-34021004309,1.98,-0.82
21728,89263-34021004306,3.46,-0.66
21729,05464-,-0.04,0.34
21730,52228-53073010303,0.25,-0.27
21731,52228-53073010302,0.19,0.03
21732,52228-53073010600,0.64,-0.57
21733,52228-53073010701,0.44,-0.67
21734,52228-53073010301,0.25,-0.53
21735,38323-,-0.7,0.22
21736,51904-,-0.92,-0.53
21737,27226-,0.01,-0.54
21738,28225-,-0.32,-0.72
21739,08839-,-0.09,-0.94
21740,90217-39161020700,-0.84,0.03
21741,90217-39161020600,-1.04,0.4
21742,90217-39161020900,-0.42,-0.19
21743,90217-39161020100,-0.39,-0.79
21744,90217-39161020800,-0.28,-0.73
21745,90217-39161020200,-0.35,-0.73
21746,92917-12049970400,-0.98,-0.25
21747,92917-12049970101,-0.76,-0.55
21748,92917-12105016003,-0.87,-0.45
21749,92917-12049970300,-1.13,-0.39
21750,92917-12049970201,-1.27,-0.49
21751,92917-12049970202,-0.4,-0.71
21752,81874-39149972100,0.08,-0.25
21753,81874-39149971800,-0.77,0.4
21754,81874-39149972300,-0.09,-0.81
21755,81874-39149971900,-0.45,-0.03
21756,81874-39149972200,-0.44,-0.53
21757,81874-39149971700,-0.08,-0.85
21758,85492-48215024201,-1.53,-0.54
21759,85492-48427950401,-1.4,-0.85
21760,85492-48427950402,-1.25,-0.75
21761,55792-,-0.77,-0.16
21762,10081-,-1.26,0.52
21763,85789-53077002001,-1.09,0.69
21764,85789-53077001800,-0.62,-0.31
21765,85789-53077002002,-0.82,0.42
21766,85789-53077002101,-0.21,-0.42
21767,85789-53077002102,-0.58,-0.27
21768,43372-,-1.26,-0.03
21769,18154-45091061705,-0.16,-0.38
21770,18154-45091061802,-0.24,-0.04
21771,18154-45091061801,-0.75,-0.0
21772,18154-45091061701,-0.37,-0.27
21773,37432-,-1.01,-0.21
21774,78202-39029950400,-0.42,-0.8
21775,78202-39029950300,-0.46,-0.73
21776,78202-39029950500,-0.59,-0.13
21777,78202-39099813400,-0.08,-0.9
21778,78202-39029950800,-0.25,-0.82
21779,78202-39099813300,-0.64,-0.53
21780,78202-39029950700,-0.62,-0.5
21781,78202-39029950600,-0.47,-0.09
21782,73045-17001010500,0.5,-0.68
21783,73045-17001000800,-1.11,2.05
21784,73045-17001001002,-0.38,-0.03
21785,73045-17001001100,-0.08,-0.26
21786,73045-17001000400,-1.05,0.69
21787,73045-17001010400,-0.09,-0.72
21788,73045-17001000201,-0.73,0.07
21789,73045-17001000100,-0.25,0.03
21790,73045-17001010600,0.17,-0.77
21791,73045-17001000600,0.03,0.68
21792,97210-,-0.78,-0.52
21793,45829-,-1.04,-0.07
21794,60949-48347950800,-0.97,0.39
21795,60949-48347950600,-1.39,1.87
21796,60949-48347950302,-0.78,-0.53
21797,60949-48347950301,-0.78,-0.62
21798,60949-48347951000,-1.04,-0.06
21799,60949-48347950400,0.03,-0.72
21800,60949-48347950501,-0.41,0.25
21801,60949-48347950502,-0.29,-0.27
21802,60949-48347950900,-1.26,0.66
21803,60949-48347950700,-1.18,0.23
21804,84466-28105950500,-1.02,0.71
21805,84466-28105950300,-1.21,0.21
21806,84466-28105950400,-1.18,0.0
21807,84466-28105950601,-0.08,-0.48
21808,84466-28105950602,-0.73,-0.22
21809,84466-28105950100,-1.0,-0.33
21810,84466-28105950200,-0.75,-0.27
21811,64475-,-0.0,-0.63
21812,64648-,-0.55,-0.6
21813,27076-,-0.05,-0.76
21814,83467-,-0.45,-0.84
21815,54739-,-0.4,-0.43
21816,48151-,-0.69,0.71
21817,17398-,-0.71,-0.29
21818,06679-33005970200,0.48,-0.78
21819,06679-50025967600,-0.07,-0.79
21820,06679-50025967100,-0.36,-0.81
21821,06679-33019975700,-0.73,-0.81
